0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-645.8807373046875,72.61963653564453,0.8413053154945374,16.399446487426758,10.241591453552246,0.653901219367981,-4.328001976013184,-4.258932113647461,-14.575823783874512,-3.8062846660614014,1.0224218368530273,-4.042665004730225,2.519601821899414,-4.9722466468811035,0.5664470791816711,1.0355268716812134,-5.416451454162598,-2.4494688510894775,-1.7823060750961304,-1.212805986404419,male_neutral
-430.60701701106376,28.394064604600278,8.439804106457325,8.500799877281489,5.202632993299313,-0.8483604396506759,-2.901223964256784,-5.888524896909183,-8.090637165203033,-5.685263147143075,-1.8741535912963512,-1.753022202682821,-2.0827347819276025,-2.1809460560208755,-0.6214930089670138,-0.4339941443483086,-3.304404933970799,-2.5111551452770984,0.26155022859053617,-2.189463210873763,male_neutral
-712.5541381835938,70.9825668334961,-0.7307907938957214,16.815753936767578,7.9910969734191895,-0.8220347762107849,-6.391327857971191,-6.146840572357178,-15.975542068481445,-0.31377384066581726,0.8388326168060303,-3.3983254432678223,2.3484320640563965,-6.031353950500488,1.2429906129837036,-1.837347149848938,-5.671209812164307,-3.115795135498047,-1.0719867944717407,-4.964169025421143,male_neutral
-634.6632690429688,72.32406616210938,-2.9985780715942383,20.209739685058594,10.67421817779541,-1.1510109901428223,-2.813591957092285,-7.923955917358398,-16.231958389282227,-2.627547025680542,0.3790721297264099,-4.16782283782959,0.7193050980567932,-4.954943656921387,-0.6882539391517639,0.11442723125219345,-6.4752326011657715,-1.6957120895385742,-2.899728775024414,0.3777453899383545,male_neutral
-524.4721114219742,46.140784059852685,4.062450729152805,14.256431224623187,7.610531499383097,-2.145167299244171,-3.594358485421375,-8.818402679251975,-12.859878133289532,-4.633027184314607,-0.23938058714149502,-3.044044598352506,-1.6181904109755454,-3.385582014974722,-1.919485769743576,-0.30107304126154505,-5.457218456916727,-3.1525293217840273,-0.6111713083587659,-1.4174441416861694,male_neutral
-692.2268676757812,67.23950958251953,-6.645223140716553,22.062471389770508,7.5172295570373535,-2.149430990219116,-4.368601322174072,-11.222833633422852,-16.964582443237305,-0.4430517256259918,-0.8705421090126038,-3.6234560012817383,-0.08087112754583359,-6.0087151527404785,-1.7037248611450195,-4.224203109741211,-8.338090896606445,-3.0356509685516357,-2.340574026107788,-3.1147890090942383,male_neutral
-643.2857055664062,74.26226806640625,-1.2282559871673584,16.24231719970703,5.608829975128174,0.25030601024627686,-4.0342535972595215,-8.218330383300781,-14.60380744934082,-5.804610729217529,-0.1876315176486969,-4.506180763244629,1.656076192855835,-5.158417701721191,-3.1693527698516846,0.7284931540489197,-6.893910884857178,-4.407824993133545,-0.17989571392536163,-0.13176724314689636,male_neutral
-383.36308625075867,22.066296514686638,10.083175719935616,7.9015135019247325,2.240387682863096,0.4330707213679962,-2.0287125474143726,-5.729989315084922,-6.485995012700341,-4.643016404673988,-1.8568974618891136,-0.5277167865864899,-0.12876670768272086,-1.2752356121572683,-1.4859116511427997,-0.09409252494479009,-2.481483376497531,-2.7580514662601154,0.3094770914251705,-1.0920635819083797,male_neutral
-698.1273193359375,72.2619857788086,-2.857027292251587,17.135404586791992,2.6179211139678955,-1.9131591320037842,-6.573870658874512,-9.97586441040039,-16.273969650268555,-4.069069862365723,-0.5391895174980164,-4.223324775695801,0.4675562083721161,-6.620453357696533,-0.9826421737670898,-0.9095249772071838,-8.443535804748535,-4.206396102905273,-0.8409513235092163,-3.9038939476013184,male_neutral
-644.6244506835938,69.16039276123047,3.003004789352417,16.580228805541992,7.8673529624938965,2.5872955322265625,-2.231726884841919,-8.238157272338867,-12.929442405700684,-4.918890953063965,0.32895419001579285,-2.7688543796539307,0.1246073842048645,-4.272061347961426,-2.5891506671905518,1.3291687965393066,-6.167824745178223,-2.926605463027954,-0.2828924357891083,-0.7173907160758972,male_neutral
-463.8976996298484,31.51087903209866,9.304868479076177,10.23198937415459,3.315783254152456,1.113899998105562,-2.455743990349895,-8.458454091975668,-8.216544896621734,-4.768587930926726,-1.686505515124608,-1.477559566840461,-0.8832752585791651,-2.5373223013694424,-1.9921234782865425,0.5274507703169773,-4.22745315857029,-3.7073708586928213,0.10907408035353547,-2.466057385721504,male_neutral
-702.2418212890625,66.25559997558594,0.8894594311714172,16.438928604125977,5.048596382141113,1.6321579217910767,-5.160676002502441,-10.956735610961914,-12.925010681152344,-2.2996366024017334,1.1458959579467773,-2.10880446434021,-0.9718634486198425,-5.717223644256592,-1.7401175498962402,-1.2501999139785767,-7.393035888671875,0.5026581287384033,0.9913936853408813,-3.1666336059570312,male_neutral
-652.4137573242188,87.08631134033203,3.2652454376220703,20.345897674560547,10.620335578918457,1.8314584493637085,-5.369884967803955,-6.077727794647217,-14.500923156738281,-7.413845539093018,0.9151504635810852,-4.91487979888916,0.34715351462364197,-5.06101655960083,-0.9133541584014893,1.917914628982544,-8.004940032958984,-1.25740647315979,-1.902020812034607,-2.380317211151123,male_neutral
-544.6444709084608,51.25342359073118,10.712776612355222,13.89958960368377,7.376318490798572,0.7193047744881609,-4.970722864842869,-7.7417480601189865,-11.635954437314822,-6.894335195825418,-1.005417680224773,-2.6944667482183497,-2.4656379631400784,-3.9932890519743642,-1.5295726533583367,0.060908681587240845,-6.412165445334758,-3.493128191832073,-0.7917405650263708,-3.902986151642255,male_neutral
-707.0513916015625,83.24964904785156,0.4595264494419098,20.639175415039062,7.94465970993042,0.9615429639816284,-8.270971298217773,-9.07497787475586,-17.509714126586914,-5.696753025054932,-0.032053571194410324,-6.004364490509033,-1.229047417640686,-6.112795829772949,-0.5312290787696838,-2.951700448989868,-8.396976470947266,-0.8043301105499268,-2.798362970352173,-3.9110782146453857,male_neutral
